strain	accession	type	subtype	year	database	wic_role	virus_measurement_count	reference_measurement_count	base_strain	lookup_strain	gisaid_query_strain	decorated_name	match_type	matched_existing_strain	autofilled	repo_match_type	repo_header	repo_strain	repo_matched	repo_aa_length	gisaid_match_type	gisaid_header	gisaid_matched_strain	gisaid_matched	gisaid_aa_length	total_measurement_count	public_lookup_strain	public_status	public_matched_title	public_matched_ha_record	public_note	public_aa_length	gisaid_selected_isolate_id	gisaid_selected_passage	gisaid_selected_lab	gisaid_selection_reason	gisaid_selection_review_flag
A/STOCKHOLM/17/2011	A_STOCKHOLM_17_2011	A	H3N2	2011.0	PAPER_REPO_HA1	virus_only	16	0	A/STOCKHOLM/17/2011	A/STOCKHOLM/17/2011	A/STOCKHOLM/17/2011	False			False	repo_exact	A_STOCKHOLM_17_2011	A/STOCKHOLM/17/2011	True	328.0				False		16	A/STOCKHOLM/17/2011										False
A/STOCKHOLM/17/2013	EPI_ISL_153715	A	H3N2	2013.0	GISAID	virus_only	9	0	A/STOCKHOLM/17/2013	A/STOCKHOLM/17/2013	A/STOCKHOLM/17/2013	False			False				False		canonical_isolate_id	EPI_ISL_146100|A/Stockholm/17/2013|2013-09-03|Direct|2013-09-03|	A/STOCKHOLM/17/2013	True	566	9	A/STOCKHOLM/17/2013						EPI_ISL_146100	Direct		prefer_passage_class	True
A/STOCKHOLM/17/2014@11178	EPI_ISL_166459	A	H3N2		GISAID	virus_only	10	0	A/STOCKHOLM/17/2014	A/STOCKHOLM/17/2014	A/STOCKHOLM/17/2014	True			False				False		canonical_isolate_id	EPI_ISL_166459|A/Stockholm/17/2014|2014-07-23|Direct|2014-07-23|	A/STOCKHOLM/17/2014	True	566	10	A/STOCKHOLM/17/2014						EPI_ISL_166459	Direct		single_isolate_id	False
A/STOCKHOLM/18/1993		A	H3N2	1993.0		virus_only	5	0	A/STOCKHOLM/18/1993	A/STOCKHOLM/18/1993	A/STOCKHOLM/18/1993	False			False				False					False		5	A/STOCKHOLM/18/1993	no_public_match									False
A/STOCKHOLM/18/1998		A	H3N2	1998.0		virus_only	5	0	A/STOCKHOLM/18/1998	A/STOCKHOLM/18/1998	A/STOCKHOLM/18/1998	False			False				False					False		5	A/STOCKHOLM/18/1998	no_public_match									False
A/STOCKHOLM/18/1999		A	H3N2	1999.0		virus_only	6	0	A/STOCKHOLM/18/1999	A/STOCKHOLM/18/1999	A/STOCKHOLM/18/1999	False			False				False					False		6	A/STOCKHOLM/18/1999	no_public_match									False
A/STOCKHOLM/18/2002		A	H3N2	2002.0		virus_only	6	0	A/STOCKHOLM/18/2002	A/STOCKHOLM/18/2002	A/STOCKHOLM/18/2002	False			False				False					False		6	A/STOCKHOLM/18/2002	no_public_match									False
A/STOCKHOLM/18/2003		A	H3N2	2003.0		virus_only	6	0	A/STOCKHOLM/18/2003	A/STOCKHOLM/18/2003	A/STOCKHOLM/18/2003	False			False				False					False		6	A/STOCKHOLM/18/2003	no_public_match									False
A/STOCKHOLM/18/2004		A	H3N2	2004.0		virus_only	10	0	A/STOCKHOLM/18/2004	A/STOCKHOLM/18/2004	A/STOCKHOLM/18/2004	False			False				False					False		10	A/STOCKHOLM/18/2004	no_public_match									False
A/STOCKHOLM/18/2006		A	H3N2	2006.0		virus_only	10	0	A/STOCKHOLM/18/2006	A/STOCKHOLM/18/2006	A/STOCKHOLM/18/2006	False			False				False					False		10	A/STOCKHOLM/18/2006	no_public_match									False
A/STOCKHOLM/18/2008		A	H3N2	2008.0		virus_only	10	0	A/STOCKHOLM/18/2008	A/STOCKHOLM/18/2008	A/STOCKHOLM/18/2008	False			False				False					False		10	A/STOCKHOLM/18/2008	no_public_match									False
A/STOCKHOLM/18/2009	A_STOCKHOLM_18_2009	A	H3N2	2009.0	PAPER_REPO_HA1	virus_only	14	0	A/STOCKHOLM/18/2009	A/STOCKHOLM/18/2009	A/STOCKHOLM/18/2009	False			False	repo_exact	A_STOCKHOLM_18_2009	A/STOCKHOLM/18/2009	True	328.0				False		14	A/STOCKHOLM/18/2009										False
A/STOCKHOLM/18/2010	A_STOCKHOLM_18_2010	A	H3N2	2010.0	PAPER_REPO_HA1	virus_only	16	0	A/STOCKHOLM/18/2010	A/STOCKHOLM/18/2010	A/STOCKHOLM/18/2010	False			False	repo_exact	A_STOCKHOLM_18_2010	A/STOCKHOLM/18/2010	True	328.0				False		16	A/STOCKHOLM/18/2010										False
A/STOCKHOLM/18/2013	EPI_ISL_153716	A	H3N2	2013.0	GISAID	virus_only	9	0	A/STOCKHOLM/18/2013	A/STOCKHOLM/18/2013	A/STOCKHOLM/18/2013	False			False				False		canonical_isolate_id	EPI_ISL_146145|A/Stockholm/18/2013|2013-09-04|Direct|2013-09-04|	A/STOCKHOLM/18/2013	True	566	9	A/STOCKHOLM/18/2013						EPI_ISL_146145	Direct		prefer_passage_class	True
A/STOCKHOLM/18/2014@11609	EPI_ISL_166460	A	H3N2		GISAID	virus_only	10	0	A/STOCKHOLM/18/2014	A/STOCKHOLM/18/2014	A/STOCKHOLM/18/2014	True			False				False		canonical_isolate_id	EPI_ISL_166460|A/Stockholm/18/2014|2014-08-16|Direct|2014-08-16|	A/STOCKHOLM/18/2014	True	566	10	A/STOCKHOLM/18/2014						EPI_ISL_166460	Direct		single_isolate_id	False
A/STOCKHOLM/18/2015	EPI_ISL_191803	A	H3N2	2015.0	GISAID	virus_only	12	0	A/STOCKHOLM/18/2015	A/STOCKHOLM/18/2015	A/STOCKHOLM/18/2015	False			False				False		canonical_isolate_id	EPI_ISL_177064|A/Stockholm/18/2015|2015-02-11|Direct|2015-02-11|	A/STOCKHOLM/18/2015	True	566	12	A/STOCKHOLM/18/2015						EPI_ISL_177064	Direct		identical_sequences	False
A/STOCKHOLM/19/1993		A	H3N2	1993.0		virus_only	6	0	A/STOCKHOLM/19/1993	A/STOCKHOLM/19/1993	A/STOCKHOLM/19/1993	False			False				False					False		6	A/STOCKHOLM/19/1993	no_public_match									False
A/STOCKHOLM/19/1998		A	H3N2	1998.0		virus_only	5	0	A/STOCKHOLM/19/1998	A/STOCKHOLM/19/1998	A/STOCKHOLM/19/1998	False			False				False					False		5	A/STOCKHOLM/19/1998	no_public_match									False
A/STOCKHOLM/19/1999		A	H3N2	1999.0		virus_only	6	0	A/STOCKHOLM/19/1999	A/STOCKHOLM/19/1999	A/STOCKHOLM/19/1999	False			False				False					False		6	A/STOCKHOLM/19/1999	no_public_match									False
A/STOCKHOLM/19/2002		A	H3N2	2002.0		virus_only	6	0	A/STOCKHOLM/19/2002	A/STOCKHOLM/19/2002	A/STOCKHOLM/19/2002	False			False				False					False		6	A/STOCKHOLM/19/2002	no_public_match									False
A/STOCKHOLM/19/2003		A	H3N2	2003.0		virus_only	6	0	A/STOCKHOLM/19/2003	A/STOCKHOLM/19/2003	A/STOCKHOLM/19/2003	False			False				False					False		6	A/STOCKHOLM/19/2003	no_public_match									False
A/STOCKHOLM/19/2004		A	H3N2	2004.0		virus_only	10	0	A/STOCKHOLM/19/2004	A/STOCKHOLM/19/2004	A/STOCKHOLM/19/2004	False			False				False					False		10	A/STOCKHOLM/19/2004	no_public_match									False
A/STOCKHOLM/19/2005		A	H3N2	2005.0		virus_only	8	0	A/STOCKHOLM/19/2005	A/STOCKHOLM/19/2005	A/STOCKHOLM/19/2005	False			False				False					False		8	A/STOCKHOLM/19/2005	no_public_match									False
A/STOCKHOLM/19/2006		A	H3N2	2006.0		virus_only	10	0	A/STOCKHOLM/19/2006	A/STOCKHOLM/19/2006	A/STOCKHOLM/19/2006	False			False				False					False		10	A/STOCKHOLM/19/2006	no_public_match									False
A/STOCKHOLM/19/2009	A_STOCKHOLM_19_2009	A	H3N2	2009.0	PAPER_REPO_HA1	virus_only	14	0	A/STOCKHOLM/19/2009	A/STOCKHOLM/19/2009	A/STOCKHOLM/19/2009	False			False	repo_exact	A_STOCKHOLM_19_2009	A/STOCKHOLM/19/2009	True	328.0				False		14	A/STOCKHOLM/19/2009										False
A/STOCKHOLM/19/2012	A_STOCKHOLM_19_2012	A	H3N2	2012.0	PAPER_REPO_HA1	virus_only	10	0	A/STOCKHOLM/19/2012	A/STOCKHOLM/19/2012	A/STOCKHOLM/19/2012	False			False	repo_exact	A_STOCKHOLM_19_2012	A/STOCKHOLM/19/2012	True	328.0				False		10	A/STOCKHOLM/19/2012										False
A/STOCKHOLM/19/2014@13058	EPI_ISL_166888	A	H3N2		GISAID	virus_only	10	0	A/STOCKHOLM/19/2014	A/STOCKHOLM/19/2014	A/STOCKHOLM/19/2014	True			False				False		canonical_isolate_id	EPI_ISL_166888|A/Stockholm/19/2014|2014-09-07|Direct|2014-09-07|	A/STOCKHOLM/19/2014	True	566	10	A/STOCKHOLM/19/2014						EPI_ISL_166888	Direct		single_isolate_id	False
A/STOCKHOLM/19/2015	EPI_ISL_191804	A	H3N2	2015.0	GISAID	virus_only	12	0	A/STOCKHOLM/19/2015	A/STOCKHOLM/19/2015	A/STOCKHOLM/19/2015	False			False				False		canonical_isolate_id	EPI_ISL_177070|A/Stockholm/19/2015|2015-02-25|Direct|2015-02-25|	A/STOCKHOLM/19/2015	True	566	12	A/STOCKHOLM/19/2015						EPI_ISL_177070	Direct		identical_sequences	False
A/STOCKHOLM/2/1994		A	H3N2	1994.0		virus_only	7	0	A/STOCKHOLM/2/1994	A/STOCKHOLM/2/1994	A/STOCKHOLM/2/1994	False			False				False					False		7	A/STOCKHOLM/2/1994	no_public_match									False
A/STOCKHOLM/2/1995		A	H3N2	1995.0		virus_only	6	0	A/STOCKHOLM/2/1995	A/STOCKHOLM/2/1995	A/STOCKHOLM/2/1995	False			False				False					False		6	A/STOCKHOLM/2/1995	no_public_match									False
A/STOCKHOLM/2/1996		A	H3N2	1996.0		virus_only	6	0	A/STOCKHOLM/2/1996	A/STOCKHOLM/2/1996	A/STOCKHOLM/2/1996	False			False				False					False		6	A/STOCKHOLM/2/1996	no_public_match									False
A/STOCKHOLM/2/1998		A	H3N2	1998.0		virus_only	5	0	A/STOCKHOLM/2/1998	A/STOCKHOLM/2/1998	A/STOCKHOLM/2/1998	False			False				False					False		5	A/STOCKHOLM/2/1998	no_public_match									False
A/STOCKHOLM/2/1999		A	H3N2	1999.0		virus_only	6	0	A/STOCKHOLM/2/1999	A/STOCKHOLM/2/1999	A/STOCKHOLM/2/1999	False			False				False					False		6	A/STOCKHOLM/2/1999	no_public_match									False
A/STOCKHOLM/2/2000		A	H3N2	2000.0		virus_only	7	0	A/STOCKHOLM/2/2000	A/STOCKHOLM/2/2000	A/STOCKHOLM/2/2000	False			False				False					False		7	A/STOCKHOLM/2/2000	no_public_match									False
A/STOCKHOLM/2/2002		A	H3N2	2002.0		virus_only	6	0	A/STOCKHOLM/2/2002	A/STOCKHOLM/2/2002	A/STOCKHOLM/2/2002	False			False				False					False		6	A/STOCKHOLM/2/2002	no_public_match									False
A/STOCKHOLM/2/2003		A	H3N2	2003.0		virus_only	8	0	A/STOCKHOLM/2/2003	A/STOCKHOLM/2/2003	A/STOCKHOLM/2/2003	False			False				False					False		8	A/STOCKHOLM/2/2003	no_public_match									False
A/STOCKHOLM/2/2004		A	H3N2	2004.0		virus_only	6	0	A/STOCKHOLM/2/2004	A/STOCKHOLM/2/2004	A/STOCKHOLM/2/2004	False			False				False					False		6	A/STOCKHOLM/2/2004	no_public_match									False
A/STOCKHOLM/2/2005		A	H3N2	2005.0		virus_only	15	0	A/STOCKHOLM/2/2005	A/STOCKHOLM/2/2005	A/STOCKHOLM/2/2005	False			False				False					False		15	A/STOCKHOLM/2/2005	no_public_match									False
A/STOCKHOLM/2/2006		A	H3N2	2006.0		virus_only	7	0	A/STOCKHOLM/2/2006	A/STOCKHOLM/2/2006	A/STOCKHOLM/2/2006	False			False				False					False		7	A/STOCKHOLM/2/2006	no_public_match									False
A/STOCKHOLM/2/2007		A	H3N2	2007.0		virus_only	10	0	A/STOCKHOLM/2/2007	A/STOCKHOLM/2/2007	A/STOCKHOLM/2/2007	False			False				False					False		10	A/STOCKHOLM/2/2007	no_public_match									False
A/STOCKHOLM/2/2008		A	H3N2	2008.0		virus_only	8	0	A/STOCKHOLM/2/2008	A/STOCKHOLM/2/2008	A/STOCKHOLM/2/2008	False			False				False					False		8	A/STOCKHOLM/2/2008	ird_match									False
A/STOCKHOLM/2/2009	A_STOCKHOLM_2_2009	A	H3N2	2009.0	PAPER_REPO_HA1	virus_only	14	0	A/STOCKHOLM/2/2009	A/STOCKHOLM/2/2009	A/STOCKHOLM/2/2009	False			False	repo_exact	A_STOCKHOLM_2_2009	A/STOCKHOLM/2/2009	True	328.0				False		14	A/STOCKHOLM/2/2009										False
A/STOCKHOLM/2/2014	EPI_ISL_155658	A	H3N2	2014.0	GISAID	virus_only	10	0	A/STOCKHOLM/2/2014	A/STOCKHOLM/2/2014	A/STOCKHOLM/2/2014	False			False				False		canonical_isolate_id	EPI_ISL_155658|A/Stockholm/2/2014|2014-01-02|direct|2014-01-02|	A/STOCKHOLM/2/2014	True	566	10	A/STOCKHOLM/2/2014						EPI_ISL_155658	direct		single_isolate_id	False
A/STOCKHOLM/2/2021	EPI_ISL_3315854	A	H3N2	2021.0	GISAID	virus_only	10	0	A/STOCKHOLM/2/2021	A/STOCKHOLM/2/2021	A/STOCKHOLM/2/2021	False			False				False		canonical_isolate_id	EPI_ISL_1055767|A/Stockholm/2/2021|2021-01-23|Original|2021-01-23|Klinisk_mikrobiologi,_Karolinska_Universitetslaboratoriet,_Karolinska_Universitetssjukhuset_Solna	A/STOCKHOLM/2/2021	True	566	10	A/STOCKHOLM/2/2021						EPI_ISL_1055767	Original	Klinisk_mikrobiologi,_Karolinska_Universitetslaboratoriet,_Karolinska_Universitetssjukhuset_Solna	identical_sequences	False
A/STOCKHOLM/20/1991	A_STOCKHOLM_20_1991	A	H3N2	1991.0	PAPER_REPO_HA1	virus_only	8	0	A/STOCKHOLM/20/1991	A/STOCKHOLM/20/1991	A/STOCKHOLM/20/1991	False	exact_strain	A/Stockholm/20/1991	True	repo_exact	A_STOCKHOLM_20_1991	A/STOCKHOLM/20/1991	True	328.0				False		8	A/STOCKHOLM/20/1991										False
A/STOCKHOLM/20/1993	A_STOCKHOLM_20_1993	A	H3N2	1993.0	PAPER_REPO_HA1	virus_only	6	0	A/STOCKHOLM/20/1993	A/STOCKHOLM/20/1993	A/STOCKHOLM/20/1993	False	exact_strain	A/Stockholm/20/1993	True	repo_exact	A_STOCKHOLM_20_1993	A/STOCKHOLM/20/1993	True	328.0				False		6	A/STOCKHOLM/20/1993										False
A/STOCKHOLM/20/1999		A	H3N2	1999.0		virus_only	6	0	A/STOCKHOLM/20/1999	A/STOCKHOLM/20/1999	A/STOCKHOLM/20/1999	False			False				False					False		6	A/STOCKHOLM/20/1999	no_public_match									False
A/STOCKHOLM/20/2002		A	H3N2	2002.0		virus_only	6	0	A/STOCKHOLM/20/2002	A/STOCKHOLM/20/2002	A/STOCKHOLM/20/2002	False			False				False					False		6	A/STOCKHOLM/20/2002	no_public_match									False
A/STOCKHOLM/20/2003		A	H3N2	2003.0		virus_only	6	0	A/STOCKHOLM/20/2003	A/STOCKHOLM/20/2003	A/STOCKHOLM/20/2003	False			False				False					False		6	A/STOCKHOLM/20/2003	no_public_match									False
A/STOCKHOLM/20/2004		A	H3N2	2004.0		virus_only	10	0	A/STOCKHOLM/20/2004	A/STOCKHOLM/20/2004	A/STOCKHOLM/20/2004	False			False				False					False		10	A/STOCKHOLM/20/2004	no_public_match									False
A/STOCKHOLM/20/2005		A	H3N2	2005.0		virus_only	15	0	A/STOCKHOLM/20/2005	A/STOCKHOLM/20/2005	A/STOCKHOLM/20/2005	False			False				False					False		15	A/STOCKHOLM/20/2005	no_public_match									False
A/STOCKHOLM/20/2006	EPI_ISL_185488	A	H3N2	2006.0	GISAID	virus_only	10	0	A/STOCKHOLM/20/2006	A/STOCKHOLM/20/2006	A/STOCKHOLM/20/2006	False			False				False		canonical_isolate_id	EPI_ISL_185488|A/STOCKHOLM/20/2006|2006-12-05|.|2006-12-05|	A/STOCKHOLM/20/2006	True	329	10	A/STOCKHOLM/20/2006						EPI_ISL_185488	.		identical_sequences	False
A/STOCKHOLM/20/2008	EPI_ISL_70817	A	H3N2	2008.0	GISAID	virus_only	8	0	A/STOCKHOLM/20/2008	A/STOCKHOLM/20/2008	A/STOCKHOLM/20/2008	False			False				False		canonical_isolate_id	EPI_ISL_70817|A/Stockholm/20/2008|2008-09-25|MDCK_p1|2008-09-25|Public_Health_Agency_of_Sweden	A/STOCKHOLM/20/2008	True	508	8	A/STOCKHOLM/20/2008						EPI_ISL_70817	MDCK_p1	Public_Health_Agency_of_Sweden	single_isolate_id	False
A/STOCKHOLM/20/2009	A_STOCKHOLM_20_2009	A	H3N2	2009.0	PAPER_REPO_HA1	virus_only	14	0	A/STOCKHOLM/20/2009	A/STOCKHOLM/20/2009	A/STOCKHOLM/20/2009	False			False	repo_exact	A_STOCKHOLM_20_2009	A/STOCKHOLM/20/2009	True	328.0				False		14	A/STOCKHOLM/20/2009										False
A/STOCKHOLM/20/2014@14042	EPI_ISL_166889	A	H3N2		GISAID	virus_only	10	0	A/STOCKHOLM/20/2014	A/STOCKHOLM/20/2014	A/STOCKHOLM/20/2014	True			False				False		canonical_isolate_id	EPI_ISL_166889|A/Stockholm/20/2014|2014-09-28|Direct|2014-09-28|	A/STOCKHOLM/20/2014	True	566	10	A/STOCKHOLM/20/2014						EPI_ISL_166889	Direct		identical_sequences	False
A/STOCKHOLM/20/2015	EPI_ISL_191805	A	H3N2	2015.0	GISAID	virus_only	12	0	A/STOCKHOLM/20/2015	A/STOCKHOLM/20/2015	A/STOCKHOLM/20/2015	False			False				False		canonical_isolate_id	EPI_ISL_177071|A/Stockholm/20/2015|2015-02-24|Direct|2015-02-24|	A/STOCKHOLM/20/2015	True	566	12	A/STOCKHOLM/20/2015						EPI_ISL_177071	Direct		identical_sequences	False
A/STOCKHOLM/201121445/2011		A	H3N2	2011.0		virus_only	9	0	A/STOCKHOLM/201121445/2011	A/STOCKHOLM/201121445/2011	A/STOCKHOLM/201121445/2011	False			False				False					False		9	A/STOCKHOLM/201121445/2011	no_public_match									False
A/STOCKHOLM/20586/2013		A	H3N2	2013.0		virus_only	9	0	A/STOCKHOLM/20586/2013	A/STOCKHOLM/20586/2013	A/STOCKHOLM/20586/2013	False			False				False					False		9	A/STOCKHOLM/20586/2013	no_public_match									False
A/STOCKHOLM/21/1991		A	H3N2	1991.0		virus_only	8	0	A/STOCKHOLM/21/1991	A/STOCKHOLM/21/1991	A/STOCKHOLM/21/1991	False			False				False					False		8	A/STOCKHOLM/21/1991	no_public_match									False
A/STOCKHOLM/21/1993		A	H3N2	1993.0		virus_only	6	0	A/STOCKHOLM/21/1993	A/STOCKHOLM/21/1993	A/STOCKHOLM/21/1993	False			False				False					False		6	A/STOCKHOLM/21/1993	no_public_match									False
A/STOCKHOLM/21/1999		A	H3N2	1999.0		virus_only	6	0	A/STOCKHOLM/21/1999	A/STOCKHOLM/21/1999	A/STOCKHOLM/21/1999	False			False				False					False		6	A/STOCKHOLM/21/1999	no_public_match									False
A/STOCKHOLM/21/2002		A	H3N2	2002.0		virus_only	6	0	A/STOCKHOLM/21/2002	A/STOCKHOLM/21/2002	A/STOCKHOLM/21/2002	False			False				False					False		6	A/STOCKHOLM/21/2002	no_public_match									False
A/STOCKHOLM/21/2003		A	H3N2	2003.0		virus_only	6	0	A/STOCKHOLM/21/2003	A/STOCKHOLM/21/2003	A/STOCKHOLM/21/2003	False			False				False					False		6	A/STOCKHOLM/21/2003	no_public_match									False
A/STOCKHOLM/21/2004		A	H3N2	2004.0		virus_only	10	0	A/STOCKHOLM/21/2004	A/STOCKHOLM/21/2004	A/STOCKHOLM/21/2004	False			False				False					False		10	A/STOCKHOLM/21/2004	no_public_match									False
A/STOCKHOLM/21/2005		A	H3N2	2005.0		virus_only	7	0	A/STOCKHOLM/21/2005	A/STOCKHOLM/21/2005	A/STOCKHOLM/21/2005	False			False				False					False		7	A/STOCKHOLM/21/2005	no_public_match									False
A/STOCKHOLM/21/2006	EPI_ISL_186468	A	H3N2	2006.0	GISAID	virus_only	10	0	A/STOCKHOLM/21/2006	A/STOCKHOLM/21/2006	A/STOCKHOLM/21/2006	False			False				False		canonical_isolate_id	EPI_ISL_186468|A/STOCKHOLM/21/2006|2006-12-08|.|2006-12-08|	A/STOCKHOLM/21/2006	True	329	10	A/STOCKHOLM/21/2006						EPI_ISL_186468	.		identical_sequences	False
A/STOCKHOLM/21/2008	EPI_ISL_70816	A	H3N2	2008.0	GISAID	virus_only	8	0	A/STOCKHOLM/21/2008	A/STOCKHOLM/21/2008	A/STOCKHOLM/21/2008	False			False				False		canonical_isolate_id	EPI_ISL_70816|A/Stockholm/21/2008|2008-09-27|MDCK_p1|2008-09-27|Public_Health_Agency_of_Sweden	A/STOCKHOLM/21/2008	True	529	8	A/STOCKHOLM/21/2008						EPI_ISL_70816	MDCK_p1	Public_Health_Agency_of_Sweden	single_isolate_id	False
A/STOCKHOLM/21/2009	A_STOCKHOLM_21_2009	A	H3N2	2009.0	PAPER_REPO_HA1	virus_only	7	0	A/STOCKHOLM/21/2009	A/STOCKHOLM/21/2009	A/STOCKHOLM/21/2009	False			False	repo_exact	A_STOCKHOLM_21_2009	A/STOCKHOLM/21/2009	True	328.0				False		7	A/STOCKHOLM/21/2009										False
A/STOCKHOLM/21/2011	A_STOCKHOLM_21_2011	A	H3N2	2011.0	PAPER_REPO_HA1	virus_only	9	0	A/STOCKHOLM/21/2011	A/STOCKHOLM/21/2011	A/STOCKHOLM/21/2011	False			False	repo_exact	A_STOCKHOLM_21_2011	A/STOCKHOLM/21/2011	True	328.0				False		9	A/STOCKHOLM/21/2011										False
A/STOCKHOLM/21/2012	EPI_ISL_120293	A	H3N2	2012.0	GISAID	virus_only	10	0	A/STOCKHOLM/21/2012	A/STOCKHOLM/21/2012	A/STOCKHOLM/21/2012	False			False				False		canonical_isolate_id	EPI_ISL_120293|A/Stockholm/21/2012|2012-04-21|direct|2012-04-21|	A/STOCKHOLM/21/2012	True	566	10	A/STOCKHOLM/21/2012						EPI_ISL_120293	direct		single_isolate_id	False
A/STOCKHOLM/22/1993		A	H3N2	1993.0		virus_only	6	0	A/STOCKHOLM/22/1993	A/STOCKHOLM/22/1993	A/STOCKHOLM/22/1993	False			False				False					False		6	A/STOCKHOLM/22/1993	no_public_match									False
A/STOCKHOLM/22/1999		A	H3N2	1999.0		virus_only	6	0	A/STOCKHOLM/22/1999	A/STOCKHOLM/22/1999	A/STOCKHOLM/22/1999	False			False				False					False		6	A/STOCKHOLM/22/1999	no_public_match									False
A/STOCKHOLM/22/2002		A	H3N2	2002.0		virus_only	6	0	A/STOCKHOLM/22/2002	A/STOCKHOLM/22/2002	A/STOCKHOLM/22/2002	False			False				False					False		6	A/STOCKHOLM/22/2002	no_public_match									False
A/STOCKHOLM/22/2003		A	H3N2	2003.0		virus_only	6	0	A/STOCKHOLM/22/2003	A/STOCKHOLM/22/2003	A/STOCKHOLM/22/2003	False			False				False					False		6	A/STOCKHOLM/22/2003	no_public_match									False
A/STOCKHOLM/22/2005		A	H3N2	2005.0		virus_only	7	0	A/STOCKHOLM/22/2005	A/STOCKHOLM/22/2005	A/STOCKHOLM/22/2005	False			False				False					False		7	A/STOCKHOLM/22/2005	no_public_match									False
A/STOCKHOLM/22/2006		A	H3N2	2006.0		virus_only	10	0	A/STOCKHOLM/22/2006	A/STOCKHOLM/22/2006	A/STOCKHOLM/22/2006	False			False				False					False		10	A/STOCKHOLM/22/2006	no_public_match									False
A/STOCKHOLM/22/2009	A_STOCKHOLM_22_2009	A	H3N2	2009.0	PAPER_REPO_HA1	virus_only	7	0	A/STOCKHOLM/22/2009	A/STOCKHOLM/22/2009	A/STOCKHOLM/22/2009	False			False	repo_exact	A_STOCKHOLM_22_2009	A/STOCKHOLM/22/2009	True	328.0				False		7	A/STOCKHOLM/22/2009										False
A/STOCKHOLM/22/2011	A_STOCKHOLM_22_2011	A	H3N2	2011.0	PAPER_REPO_HA1	virus_only	8	0	A/STOCKHOLM/22/2011	A/STOCKHOLM/22/2011	A/STOCKHOLM/22/2011	False			False	repo_exact	A_STOCKHOLM_22_2011	A/STOCKHOLM/22/2011	True	328.0				False		8	A/STOCKHOLM/22/2011										False
A/STOCKHOLM/22/2013	EPI_ISL_150120	A	H3N2	2013.0	GISAID	virus_only	9	0	A/STOCKHOLM/22/2013	A/STOCKHOLM/22/2013	A/STOCKHOLM/22/2013	False			False				False		canonical_isolate_id	EPI_ISL_150120|A/Stockholm/22/2013|2013-11-09|direct|2013-11-09|	A/STOCKHOLM/22/2013	True	566	9	A/STOCKHOLM/22/2013						EPI_ISL_150120	direct		identical_sequences	False
A/STOCKHOLM/22/2014@14920	EPI_ISL_167956	A	H3N2		GISAID	virus_only	10	0	A/STOCKHOLM/22/2014	A/STOCKHOLM/22/2014	A/STOCKHOLM/22/2014	True			False				False		canonical_isolate_id	EPI_ISL_167956|A/Stockholm/22/2014|2014-10-18|Direct|2014-10-18|	A/STOCKHOLM/22/2014	True	566	10	A/STOCKHOLM/22/2014						EPI_ISL_167956	Direct		single_isolate_id	False
A/STOCKHOLM/22/2019	EPI_ISL_406321	A	H3N2	2019.0	GISAID	virus_only	8	0	A/STOCKHOLM/22/2019	A/STOCKHOLM/22/2019	A/STOCKHOLM/22/2019	False			False				False		canonical_isolate_id	EPI_ISL_391071|A/Stockholm/22/2019|2019-08-23|Direct|2019-08-23|Unilabs_Laboratoriemedicin_Stockholm_Solna	A/STOCKHOLM/22/2019	True	566	8	A/STOCKHOLM/22/2019						EPI_ISL_391071	Direct	Unilabs_Laboratoriemedicin_Stockholm_Solna	identical_sequences	False
A/STOCKHOLM/23/1993		A	H3N2	1993.0		virus_only	6	0	A/STOCKHOLM/23/1993	A/STOCKHOLM/23/1993	A/STOCKHOLM/23/1993	False			False				False					False		6	A/STOCKHOLM/23/1993	no_public_match									False
A/STOCKHOLM/23/2003		A	H3N2	2003.0		virus_only	6	0	A/STOCKHOLM/23/2003	A/STOCKHOLM/23/2003	A/STOCKHOLM/23/2003	False			False				False					False		6	A/STOCKHOLM/23/2003	no_public_match									False
A/STOCKHOLM/23/2005		A	H3N2	2005.0		virus_only	7	0	A/STOCKHOLM/23/2005	A/STOCKHOLM/23/2005	A/STOCKHOLM/23/2005	False			False				False					False		7	A/STOCKHOLM/23/2005	no_public_match									False
A/STOCKHOLM/23/2006		A	H3N2	2006.0		virus_only	10	0	A/STOCKHOLM/23/2006	A/STOCKHOLM/23/2006	A/STOCKHOLM/23/2006	False			False				False					False		10	A/STOCKHOLM/23/2006	no_public_match									False
A/STOCKHOLM/23/2008	A_STOCKHOLM_23_2008	A	H3N2	2008.0	PAPER_REPO_HA1	virus_only	8	0	A/STOCKHOLM/23/2008	A/STOCKHOLM/23/2008	A/STOCKHOLM/23/2008	False			False	repo_exact	A_STOCKHOLM_23_2008	A/STOCKHOLM/23/2008	True	328.0				False		8	A/STOCKHOLM/23/2008										False
A/STOCKHOLM/23/2011	A_STOCKHOLM_23_2011	A	H3N2	2011.0	PAPER_REPO_HA1	virus_only	9	0	A/STOCKHOLM/23/2011	A/STOCKHOLM/23/2011	A/STOCKHOLM/23/2011	False			False	repo_exact	A_STOCKHOLM_23_2011	A/STOCKHOLM/23/2011	True	328.0				False		9	A/STOCKHOLM/23/2011										False
A/STOCKHOLM/24/1993		A	H3N2	1993.0		virus_only	6	0	A/STOCKHOLM/24/1993	A/STOCKHOLM/24/1993	A/STOCKHOLM/24/1993	False			False				False					False		6	A/STOCKHOLM/24/1993	no_public_match									False
